AUTHOR,LOC,SPCD,AG_DW,ST_OB_D_BH
Clark,11492,313,1.7,1
Clark,11492,316,3.9,1.3
Clark,11492,316,,3
Clark,11492,316,,7.8
Clark,11492,491,,1.1
Clark,11492,491,,2.8
Clark,11492,491,10.8,1.8
Clark,11492,611,,5.7
Clark,11492,611,,5.9
Clark,11492,611,,6.2
Clark,11492,611,,7.9
Clark,11492,611,,8
Clark,11492,611,,8
Clark,11492,611,,9.6
Clark,11492,611,,10.1
Clark,11492,611,,10.5
Clark,11492,611,,12.3
Clark,11492,611,,11.9
Clark,11492,611,,11.9
Clark,11492,611,,14.3
Clark,11492,611,,14.5
Clark,11492,611,,14.3
Clark,11492,611,,15.7
Clark,11492,611,,16.4
Clark,11492,611,,15.6
Clark,11492,611,,18.4
Clark,11492,611,,17.7
Clark,11492,611,,18
Clark,11492,611,,20.7
Clark,11492,611,,19.9
Clark,11492,611,,20.6
Clark,11492,611,,2.3
Clark,11492,611,,5.2
Clark,11492,611,,6.2
Clark,11492,611,,7
Clark,11492,611,,8.1
Clark,11492,611,,7.6
Clark,11492,611,,7.2
Clark,11492,611,,8.2
Clark,11492,611,,8.3
Clark,11492,611,,8.4
Clark,11492,611,,10.1
Clark,11492,611,,10.2
Clark,11492,611,,10.1
Clark,11492,611,,9.6
Clark,11492,611,,9.5
Clark,11492,611,,10.8
Clark,11492,611,,11.5
Clark,11492,611,,12.1
Clark,11492,611,,12.5
Clark,11492,611,,11.8
Clark,11492,611,,12.5
Clark,11492,611,,12.7
Clark,11492,611,,11.1
Clark,11492,611,,12.4
Clark,11492,611,,13.7
Clark,11492,611,,14.1
Clark,11492,611,,16.8
Clark,11492,611,,15.1
Clark,11492,611,,17.6
Clark,11492,611,,17
Clark,11492,611,,1.8
Clark,11492,611,,2.1
Clark,11492,611,,2.2
Clark,11492,611,,2
Clark,11492,611,,2.7
Clark,11492,611,,2.4
Clark,11492,611,,2.2
Clark,11492,611,,2.7
Clark,11492,611,,2.2
Clark,11492,611,,2.5
Clark,11492,611,,4.7
Clark,11492,611,,3.4
Clark,11492,611,,3.6
Clark,11492,611,,3.1
Clark,11492,611,,4
Clark,11492,611,,4.2
Clark,11492,611,,6.3
Clark,11492,611,,6.6
Clark,11492,611,,5.3
Clark,11492,611,,5.9
Clark,11492,611,,5.7
Clark,11492,611,,5
Clark,11492,611,,6.4
Clark,11492,611,,6.2
Clark,11492,611,,5.8
Clark,11492,611,,1.3
Clark,11492,611,,1.3
Clark,11492,611,,6.6
Clark,11492,621,,5.5
Clark,11492,621,,5.5
Clark,11492,621,,5.8
Clark,11492,621,,7.6
Clark,11492,621,,7.8
Clark,11492,621,,8.3
Clark,11492,621,,10.5
Clark,11492,621,,10.4
Clark,11492,621,,10
Clark,11492,621,,12.4
Clark,11492,621,,12.2
Clark,11492,621,,12.1
Clark,11492,621,,14.2
Clark,11492,621,,14.2
Clark,11492,621,,14.2
Clark,11492,621,,16.4
Clark,11492,621,,16.3
Clark,11492,621,,16.3
Clark,11492,621,,18.5
Clark,11492,621,,18.8
Clark,11492,621,,18.2
Clark,11492,621,,19.5
Clark,11492,621,,20.2
Clark,11492,621,,20.3
Clark,11492,621,,15.4
Clark,11492,621,,19.5
Clark,11492,621,,2.7
Clark,11492,621,,4.6
Clark,11492,621,,5.5
Clark,11492,621,,14.4
Clark,11492,762,,5.2
Clark,11492,762,,6.5
Clark,11492,802,,6.1
Clark,11492,802,,6.2
Clark,11492,802,,5.6
Clark,11492,802,,7.6
Clark,11492,802,,8.5
Clark,11492,802,,8.6
Clark,11492,802,,10.4
Clark,11492,802,,10.2
Clark,11492,802,,10.1
Clark,11492,802,,12.3
Clark,11492,802,,12.4
Clark,11492,802,,11.8
Clark,11492,802,,13.3
Clark,11492,802,,14.3
Clark,11492,802,,14.1
Clark,11492,802,,16.6
Clark,11492,802,,16.8
Clark,11492,802,,16.1
Clark,11492,802,,18.8
Clark,11492,802,,17.9
Clark,11492,802,,17.7
Clark,11492,802,,20.9
Clark,11492,802,,19.1
Clark,11492,806,,12.8
Clark,11492,812,,5.3
Clark,11492,812,,6.9
Clark,11492,812,,16
Clark,11492,827,,6.7
Clark,11492,827,,13.9
Clark,11492,827,,2.1
Clark,11492,827,,1.4
Clark,11492,827,90.7,4
Clark,11492,827,,4.2
Clark,11492,827,,4.3
Clark,11492,827,,3.9
Clark,11492,827,,6
Clark,11492,827,,6.5
Clark,11492,827,,5.6
Clark,11492,827,,5.7
Clark,11492,827,,5.9
Clark,11492,827,,6.1
Clark,11492,827,,5.5
Clark,11492,827,,5
Clark,11492,827,,7.1
Clark,11492,833,,7.7
Clark,11492,835,,6.2
Clark,11492,837,,7.7
Clark,11492,837,,10.1
Clark,11492,970,1.4,1
Clark,11492,970,,6.8
Clark,11492,970,,5.8
Clark,11492,970,,6.2
Clark,11492,970,,1.1
Clark,11492,970,,1.2
Clark,11492,970,,1.1
Clark,11492,970,,1.2
Clark,11492,999,,5.9
Clark,11492,999,,1.1
Clark,12363,316,2.5,1
Clark,12363,316,4.4,1.2
Clark,12363,316,9.6,1.5
Clark,12363,521,,3.5
Clark,12363,540,5.1,1.4
Clark,12363,611,9.3,1.9
Clark,12363,611,5.8,1.7
Clark,12363,611,13.6,2.4
Clark,12363,611,7.6,1.8
Clark,12363,611,4.9,1.8
Clark,12363,611,2.8,1.2
Clark,12363,611,3,1.2
Clark,12363,611,9.9,2
Clark,12363,611,10.1,1.9
Clark,12363,611,,2.8
Clark,12363,611,,2.9
Clark,12363,611,17.9,2.5
Clark,12363,611,2.6,1.2
Clark,12363,611,1.6,1
Clark,12363,611,7,1.7
Clark,12363,611,7.1,1.8
Clark,12363,611,22.9,3
Clark,12363,611,24.9,3
Clark,12363,611,,4
Clark,12363,611,,4.6
Clark,12363,611,,3.5
Clark,12363,611,,4.5
Clark,12363,611,,4.6
Clark,12363,611,,3.7
Clark,12363,611,,3.1
Clark,12363,611,,4.9
Clark,12363,611,,4.1
Clark,12363,611,,4
Clark,12363,611,,5.4
Clark,12363,611,,5.8
Clark,12363,611,,6.6
Clark,12363,611,,6.7
Clark,12363,611,,6.3
Clark,12363,611,,5.6
Clark,12363,611,,5.9
Clark,12363,611,,5.5
Clark,12363,611,,5.1
Clark,12363,611,,6.1
Clark,12363,611,,6
Clark,12363,611,,6.3
Clark,12363,611,,6.2
Clark,12363,611,,5.3
Clark,12363,611,,5.6
Clark,12363,611,,6.5
Clark,12363,611,,5.3
Clark,12363,611,,6.2
Clark,12363,611,,5.5
Clark,12363,611,,5.5
Clark,12363,611,,6.8
Clark,12363,611,,5.1
Clark,12363,611,,6.9
Clark,12363,611,,5.2
Clark,12363,611,,6.4
Clark,12363,611,,6.9
Clark,12363,611,,6.2
Clark,12363,611,,5.7
Clark,12363,611,,7.8
Clark,12363,611,,7
Clark,12363,611,,7.5
Clark,12363,611,,8.6
Clark,12363,611,,7
Clark,12363,611,,8.9
Clark,12363,611,,7.8
Clark,1651,221,,1.8
Clark,1651,221,,5.8
Clark,1651,221,,4.9
Clark,1651,316,,1.5
Clark,1651,316,,1.4
Clark,1651,540,27,2.6
Clark,1651,540,,1.1
Clark,1651,540,3.8,1.2
Clark,1651,540,44.1,3.3
Clark,1651,540,6.7,1.5
Clark,1651,540,,1.6
Clark,1651,540,27.4,2.6
Clark,1651,540,,3.3
Clark,1651,540,24.7,2.6
Clark,1651,540,,3.3
Clark,1651,540,,1.4
Clark,1651,540,,2.3
Clark,1651,540,,2
Clark,1651,540,,1
Clark,1651,540,28.8,2.8
Clark,1651,540,,1.9
Clark,1651,540,,2.1
Clark,1651,540,,2.8
Clark,1651,540,,2.5
Clark,1651,540,,1.8
Clark,1651,540,,1.2
Clark,1651,540,3.2,1
Clark,1651,540,,1.1
Clark,1651,540,,3.6
Clark,1651,540,,2.5
Clark,1651,540,,1.1
Clark,1651,540,,1.4
Clark,1651,540,68.1,4.4
Clark,1651,540,,1.8
Clark,1651,540,,1.5
Clark,1651,540,,1.7
Clark,1651,540,,3
Clark,1651,540,,3
Clark,1651,540,,1
Clark,1651,540,34.9,3.2
Clark,1651,540,,2.2
Clark,1651,540,4.3,1.3
Clark,1651,540,,1.7
Clark,1651,540,,3.8
Clark,1651,540,,2.6
Clark,1651,540,12.5,1.9
Clark,1651,540,,2.5
Clark,1651,540,4.8,1.2
Clark,1651,540,,2.9
Clark,1651,540,,1
Clark,1651,540,,1.8
Clark,1651,540,,1.5
Clark,1651,540,5.6,1.4
Clark,1651,540,4.3,1.3
Clark,1651,540,,3
Clark,1651,540,,1.9
Clark,1651,540,,3.2
Clark,1651,540,,1.4
Clark,1651,540,24.5,2.6
Clark,1651,540,,1.5
Clark,1651,540,,2.7
Clark,1651,540,,1.1
Clark,1651,540,,1.4
Clark,1651,540,,2
Clark,1651,540,3.2,1.1
Clark,1651,540,,3.6
Clark,1651,540,57,3.9
Clark,1651,540,,1.4
Clark,1651,540,,1.3
Clark,1651,540,,1.5
Clark,1651,540,,3.5
Clark,1651,540,7.6,1.4
Clark,1651,540,,1
Clark,1651,540,4.7,1.2
Clark,1651,540,,1.9
Clark,1651,540,,1.3
Clark,1651,540,,2.1
Clark,1651,540,47.9,3.4
Clark,1651,540,,1.7
Clark,1651,540,,1.5
Clark,1651,540,,1.2
Clark,1651,540,,2.4
Clark,1651,540,,1.1
Clark,1651,540,,1.7
Clark,1651,540,,1.2
Clark,1651,540,,1.2
Clark,1651,540,,2.4
Clark,1651,540,,1.5
Clark,1651,540,,1
Clark,1651,694,16.5,2.3
Clark,1651,694,,1
Clark,1651,694,,3.2
Clark,1651,694,,1.6
Clark,1651,694,,1.7
Clark,1651,694,,5
Clark,1651,694,,1
Clark,1651,694,,2.4
Clark,1651,694,,3.3
Clark,1651,694,,1.4
Clark,1651,694,72.2,4.7
Clark,1651,694,,1.9
Clark,1651,694,,2.2
Clark,1651,694,,2.6
Clark,1651,694,,4.6
Clark,1651,694,,1.6
Clark,1651,820,6.5,1.3
Clark,1651,820,,1.6
Clark,1651,820,,1.1
Clark,1651,820,,2.5
Clark,187291,316,,15.7
Clark,187291,400,,5.1
Clark,187291,400,,6.8
Clark,187291,400,,6.4
Clark,187291,400,,7.5
Clark,187291,400,,7
Clark,187291,400,,8.3
Clark,187291,400,,8.5
Clark,187291,400,,10.9
Clark,187291,400,,9.9
Clark,187291,400,,9.8
Clark,187291,400,,9.4
Clark,187291,400,,11.7
Clark,187291,400,,11.7
Clark,187291,400,,11.8
Clark,187291,400,,13.3
Clark,187291,400,,13.6
Clark,187291,400,,13.6
Clark,187291,400,,14.9
Clark,187291,400,,16.3
Clark,187291,400,,16
Clark,187291,400,,16.8
Clark,187291,400,,17.6
Clark,187291,400,,17.1
Clark,187291,400,,18.1
Clark,187291,400,,17.6
Clark,187291,400,,19.4
Clark,187291,400,,19.1
Clark,187291,541,,5.4
Clark,187291,541,,6.1
Clark,187291,541,,6.1
Clark,187291,541,,6.7
Clark,187291,541,,5
Clark,187291,541,,6.6
Clark,187291,541,,7
Clark,187291,541,,8.7
Clark,187291,541,,9
Clark,187291,541,,10.2
Clark,187291,541,,9
Clark,187291,541,,9.4
Clark,187291,541,,9.1
Clark,187291,541,,12
Clark,187291,541,,10.2
Clark,187291,541,,12.9
Clark,187291,541,,13.1
Clark,187291,541,,13.5
Clark,187291,541,,14.1
Clark,187291,541,,15.7
Clark,187291,541,,13.6
Clark,187291,541,,16.4
Clark,187291,541,,16.6
Clark,187291,541,,18.1
Clark,187291,541,,18.6
Clark,187291,541,,14.7
Clark,187291,541,,9.6
Clark,187291,541,,8.9
Clark,187291,541,,10.2
Clark,187291,541,,7
Clark,187291,541,,11
Clark,187291,541,,11.1
Clark,187291,833,,10
Clark,187291,833,,16
Clark,187291,833,,14.9
Clark,187291,833,,17.8
Clark,2327,611,,6.7
Clark,2327,611,,5.5
Clark,2327,611,,6.5
Clark,2327,611,,8
Clark,2327,611,,8.9
Clark,2327,611,,8.4
Clark,2327,611,,10.1
Clark,2327,611,,10.7
Clark,2327,611,,10.4
Clark,2327,611,,11.9
Clark,2327,611,,11.8
Clark,2327,611,,11.6
Clark,2327,611,,13.7
Clark,2327,611,,13.8
Clark,2327,611,,13.8
Clark,2327,611,,16.1
Clark,2327,611,,15.9
Clark,2327,611,,15.2
Clark,2327,611,,18.3
Clark,2327,611,,17.2
Clark,2327,611,,17.9
Clark,2327,611,,17.6
Clark,2327,694,,5.3
Clark,2327,694,,6.9
Clark,2327,694,,6.7
Clark,2327,694,,7.9
Clark,2327,694,,7.2
Clark,2327,694,,8.8
Clark,2327,694,,10.5
Clark,2327,694,,9.3
Clark,2327,694,,9.7
Clark,2327,694,,12.4
Clark,2327,694,,12.7
Clark,2327,694,,12.1
Clark,2327,694,,13.8
Clark,2327,694,,14.7
Clark,2327,694,,13.1
Clark,2327,694,,15.7
Clark,2327,694,,16
Clark,2327,694,,16.8
Clark,2327,694,,17.5
Clark,2327,694,,17.8
Clark,2327,694,,18.2
Clark,2327,802,,5.6
Clark,2327,802,,6.4
Clark,2327,802,,6.6
Clark,2327,802,,7.9
Clark,2327,802,,7.4
Clark,2327,802,,7.1
Clark,2327,802,,9.4
Clark,2327,802,,9.1
Clark,2327,802,,9.1
Clark,2327,802,,12.5
Clark,2327,802,,12.3
Clark,2327,802,,11.3
Clark,2327,802,,13.3
Clark,2327,802,,13.2
Clark,2327,802,,14.4
Clark,2327,802,,15.9
Clark,2327,802,,16.8
Clark,2327,802,,16.4
Clark,2327,802,,18.9
Clark,2327,802,,18.7
Clark,2327,802,,18.4
Clark,2327,827,,5.4
Clark,2327,827,,6.4
Clark,2327,827,,5.6
Clark,2327,827,,7.3
Clark,2327,827,,7.7
Clark,2327,827,,8
Clark,2327,827,,9
Clark,2327,827,,9.3
Clark,2327,827,,10.6
Clark,2327,827,,11.7
Clark,2327,827,,11.6
Clark,2327,827,,12
Clark,2327,827,,13.9
Clark,2327,827,,14
Clark,2327,827,,14.3
Clark,2327,827,,15.2
Clark,2327,827,,15
Clark,2327,827,,16
Clark,2327,827,,18.3
Clark,2327,827,,18.2
Clark,2327,827,,18
Clark,325,611,,5.6
Clark,325,611,,6.3
Clark,325,611,,6.7
Clark,325,611,,7.5
Clark,325,611,,7.5
Clark,325,611,,8.4
Clark,325,611,,9.8
Clark,325,611,,10.5
Clark,325,611,,9.9
Clark,325,611,,12.3
Clark,325,611,,12.2
Clark,325,611,,11.6
Clark,325,611,,14.4
Clark,325,611,,14.9
Clark,325,611,,13.6
Clark,325,611,,16
Clark,325,611,,15.1
Clark,325,611,,17.9
Clark,325,694,,5.4
Clark,325,694,,5.9
Clark,325,694,,6.3
Clark,325,694,,7
Clark,325,694,,7.2
Clark,325,694,,8.2
Clark,325,694,,10.9
Clark,325,694,,9.4
Clark,325,694,,10.5
Clark,325,694,,11.7
Clark,325,694,,12.3
Clark,325,694,,13.1
Clark,325,694,,12.7
Clark,325,694,,13.3
Clark,325,694,,13.4
Clark,325,694,,15.5
Clark,325,694,,16.6
Clark,325,694,,15.9
Clark,325,694,,17.5
Clark,325,694,,18.4
Clark,325,820,,6.7
Clark,325,820,,6.6
Clark,325,820,,5.1
Clark,325,820,,7.3
Clark,325,820,,7.8
Clark,325,820,,7.9
Clark,325,820,,10.4
Clark,325,820,,9.6
Clark,325,820,,9.7
Clark,325,820,,11.2
Clark,325,820,,12.7
Clark,325,820,,11.3
Clark,325,820,,13
Clark,325,820,,14
Clark,325,820,,14.5
Clark,325,820,,15.8
Clark,325,820,,15.3
Clark,325,820,,15.2
Clark,325,820,,17.3
Clark,5187,400,,12.4
Clark,5187,400,,11.5
Clark,5187,400,,13.1
Clark,5187,731,,11.9
Clark,5187,731,,11
Clark,5187,731,,11.9
Clark,5187,731,,14.1
Clark,5187,731,,14.3
Clark,5187,731,,13.6
Clark,5187,731,,14.8
Clark,5187,731,,15
Clark,5187,731,,16.6
Clark,5187,731,,18.9
Clark,5187,731,,17.8
Clark,5187,731,,18.3
Clark,5187,731,,19.5
Clark,5187,812,,12
Clark,5187,812,,11.3
Clark,5187,812,,14.6
Clark,5187,812,,14.8
Clark,5187,812,,14.4
Clark,5187,812,,16.5
Clark,5187,812,,15.2
Clark,5187,812,,15.4
Clark,5187,812,,17.5
Clark,5187,812,,18
Clark,5187,812,,18.8
Clark,5187,970,,10.2
Clark,5187,970,,10.8
Clark,5499,316,,1.9
Clark,5499,316,2.5,1
Clark,5499,400,,3.2
Clark,5499,491,,2.3
Clark,5499,611,12.7,2.3
Clark,5499,611,,2.2
Clark,5499,611,,2.5
Clark,5499,611,,1.4
Clark,5499,611,,2.4
Clark,5499,611,7,1.8
Clark,5499,611,,1
Clark,5499,611,2.5,1.2
Clark,5499,611,4.6,1.6
Clark,5499,611,4.6,1.6
Clark,5499,611,3.2,1.2
Clark,5499,611,,1.4
Clark,5499,611,,2.5
Clark,5499,611,,1.2
Clark,5499,611,,2.4
Clark,5499,611,,1.5
Clark,5499,611,4.1,1.4
Clark,5499,611,16,2.4
Clark,5499,611,2.1,1.4
Clark,5499,611,4.9,1.6
Clark,5499,611,12.2,2.3
Clark,5499,611,7.7,2.1
Clark,5499,611,4.6,1.8
Clark,5499,611,,2.5
Clark,5499,611,,1
Clark,5499,611,,1.8
Clark,5499,611,2,1
Clark,5499,611,,1.1
Clark,5499,611,,2.5
Clark,5499,611,,1.6
Clark,5499,611,10.2,2.2
Clark,5499,611,6.8,1.8
Clark,5499,611,8.7,1.9
Clark,5499,611,10.6,2.3
Clark,5499,611,1.9,1
Clark,5499,611,4.1,1.4
Clark,5499,611,,1.6
Clark,5499,611,,1.4
Clark,5499,611,,2.4
Clark,5499,611,8.2,1.9
Clark,5499,611,6.7,1.8
Clark,5499,611,,2.4
Clark,5499,611,1.5,1
Clark,5499,611,3.1,1.4
Clark,5499,611,1.7,1
Clark,5499,611,26.5,3.3
Clark,5499,611,,3
Clark,5499,621,56.1,4.2
Clark,5499,762,3.8,1.2
Clark,5499,827,8.4,1.3
Clark,5499,827,,1
Clark,5499,827,9.8,1.6
Clark,5499,827,,2.6
Clark,5499,827,4.6,1.1
Clark,5499,827,,2.2
Clark,5499,827,,3.1
Clark,5499,999,3,1.1
Clark,5525,316,,11.2
Clark,5525,316,,11.7
Clark,5525,316,,12.3
Clark,5525,316,,13.4
Clark,5525,316,,13.9
Clark,5525,316,,13.7
Clark,5525,316,,15.6
Clark,5525,316,,15.9
Clark,5525,400,,8
Clark,5525,400,,7.5
Clark,5525,400,,8.1
Clark,5525,400,,10.2
Clark,5525,400,,10.2
Clark,5525,400,,10.8
Clark,5525,400,,14.7
Clark,5525,400,,13.6
Clark,5525,400,,15.3
Clark,5525,400,,15.2
Clark,5525,400,,16.5
Clark,5525,400,,18.5
Clark,5525,400,,17
Clark,5525,611,,5.3
Clark,5525,611,,6.4
Clark,5525,611,,5.7
Clark,5525,611,,7.8
Clark,5525,611,,7
Clark,5525,611,,8.4
Clark,5525,611,,10.2
Clark,5525,611,,10.7
Clark,5525,611,,9.6
Clark,5525,611,,12.5
Clark,5525,611,,11.3
Clark,5525,611,,12.8
Clark,5525,611,,13.5
Clark,5525,611,,14.5
Clark,5525,611,,15.8
Clark,5525,611,,15.5
Clark,5525,611,,15
Clark,5525,611,,17.1
Clark,5525,611,,18.9
Clark,5525,621,,6.1
Clark,5525,621,,6.9
Clark,5525,621,,5.8
Clark,5525,621,,7.3
Clark,5525,621,,7.9
Clark,5525,621,,8.4
Clark,5525,621,,10.3
Clark,5525,621,,10.1
Clark,5525,621,,9.1
Clark,5525,621,,12.8
Clark,5525,621,,11.5
Clark,5525,621,,11.9
Clark,5525,621,,14.3
Clark,5525,621,,14.6
Clark,5525,621,,13.4
Clark,5525,621,,15.2
Clark,5525,621,,15.4
Clark,5525,621,,15
Clark,5525,621,,17.9
Clark,5525,621,,18.9
Clark,5525,621,,17.6
Clark,5525,802,,5.7
Clark,5525,802,,6.6
Clark,5525,802,,5.6
Clark,5525,802,,8.6
Clark,5525,802,,7.2
Clark,5525,802,,8.2
Clark,5525,802,,10.5
Clark,5525,802,,9.3
Clark,5525,802,,9.7
Clark,5525,802,,11.2
Clark,5525,802,,12.2
Clark,5525,802,,14.3
Clark,5525,802,,14.9
Clark,5525,802,,13.7
Clark,5525,802,,15.5
Clark,5525,802,,15.4
Clark,5525,802,,15.8
Clark,5525,802,,18.4
Clark,5525,802,,18.8
Clark,5525,802,,17.1
Clark,5525,806,,6
Clark,5525,806,,5.1
Clark,5525,806,,5.7
Clark,5525,806,,8.2
Clark,5525,806,,8.6
Clark,5525,806,,7.7
Clark,5525,806,,9.9
Clark,5525,806,,10.9
Clark,5525,806,,9.3
Clark,5525,806,,11.2
Clark,5525,806,,12.7
Clark,5525,806,,11.7
Clark,5525,806,,14.5
Clark,5525,806,,13
Clark,5525,806,,14.5
Clark,5525,806,,15
Clark,5525,806,,16.2
Clark,5525,806,,16.5
Clark,5525,806,,18.8
Clark,5525,806,,17.5
Clark,5525,806,,18.3
Clark,5525,806,,12.4
Clark,8385,68,,7
Clark,8385,400,,1.9
Clark,8385,400,,1.7
Clark,8385,400,,5.4
Clark,8385,491,,1.2
Clark,8385,540,,6
Clark,8385,540,,5.5
Clark,8385,540,,10.9
Clark,8385,611,,2.8
Clark,8385,611,,8.1
Clark,8385,611,,7.2
Clark,8385,611,,8.2
Clark,8385,611,,8.6
Clark,8385,611,,7
Clark,8385,611,,9
Clark,8385,611,,10.7
Clark,8385,611,,12.4
Clark,8385,611,,12.6
Clark,8385,680,,2.4
Clark,8385,694,,5.2
Clark,8385,802,,2.2
Clark,8385,802,,5.9
Clark,8385,802,,10.2
Clark,8385,802,,12.6
Clark,8385,802,,11.3
Clark,8385,802,,13.3
Clark,8385,837,,7.2
Clark,8385,837,,10.5
Clark,8385,999,,1
Clark,8385,999,,1.2
Clark,8385,999,,1.2
Clark,9243,611,,6.8
Clark,9243,611,,6.1
Clark,9243,611,,5.8
Clark,9243,611,,7.4
Clark,9243,611,,7.4
Clark,9243,611,,8.3
Clark,9243,611,,9.7
Clark,9243,611,,9.2
Clark,9243,611,,10.7
Clark,9243,611,,12.4
Clark,9243,611,,11.3
Clark,9243,611,,12.8
Clark,9243,611,,14.2
Clark,9243,611,,14.5
Clark,9243,611,,14.6
Clark,9243,611,,16.4
Clark,9243,611,,16.7
Clark,9243,611,,16.4
Clark,9243,621,,6.9
Clark,9243,621,,5.5
Clark,9243,621,,5.2
Clark,9243,621,,8.4
Clark,9243,621,,7.7
Clark,9243,621,,8.1
Clark,9243,621,,10.2
Clark,9243,621,,9.4
Clark,9243,621,,9.5
Clark,9243,621,,11.4
Clark,9243,621,,11.4
Clark,9243,621,,11.1
Clark,9243,621,,14.6
Clark,9243,621,,13.6
Clark,9243,621,,14.2
Clark,9243,621,,16.1
Clark,9243,621,,17.5
Clark,9243,621,,17.3
Clark,9243,802,,6
Clark,9243,802,,6.8
Clark,9243,802,,5.8
Clark,9243,802,,7.9
Clark,9243,802,,7.2
Clark,9243,802,,8
Clark,9243,802,,10.3
Clark,9243,802,,9.3
Clark,9243,802,,10.1
Clark,9243,802,,12.7
Clark,9243,802,,12.8
Clark,9243,802,,11.2
Clark,9243,802,,14
Clark,9243,802,,13.4
Clark,9243,802,,13.1
Clark,9243,802,,16.2
Clark,9243,802,,16.4
Clark,9243,802,,16.5
Clark,9243,802,,17.2
Clark,9243,802,,18
Clark,9243,812,,5.3
Clark,9243,812,,6.5
Clark,9243,812,,5.5
Clark,9243,812,,7.8
Clark,9243,812,,8.8
Clark,9243,812,,7.7
Clark,9243,812,,9.8
Clark,9243,812,,9.2
Clark,9243,812,,10
Clark,9243,812,,11.3
Clark,9243,812,,11.7
Clark,9243,812,,12.1
Clark,9243,812,,14.7
Clark,9243,812,,14.8
Clark,9243,812,,14.2
Clark,9243,812,,16.5
Clark,9243,812,,15.7
Clark,9243,812,,16.5
Clark,9243,812,,17.6
Clark_and_Saucier,1,111,,6.2
Clark_and_Saucier,1,111,,9.8
Clark_and_Saucier,1,111,,18
Clark_and_Saucier,1,111,,18
Clark_and_Saucier,1,111,,6
Clark_and_Saucier,1,111,,5.1
Clark_and_Saucier,1,111,,6.7
Clark_and_Saucier,1,111,,5.5
Clark_and_Saucier,1,111,,6.4
Clark_and_Saucier,1,111,,7.3
Clark_and_Saucier,1,111,,7.8
Clark_and_Saucier,1,111,,7.1
Clark_and_Saucier,1,111,,10.7
Clark_and_Saucier,1,111,,8.4
Clark_and_Saucier,1,111,,8.6
Clark_and_Saucier,1,111,,9.9
Clark_and_Saucier,1,111,,10.1
Clark_and_Saucier,1,111,,9.5
Clark_and_Saucier,1,111,,10.3
Clark_and_Saucier,1,111,,11.6
Clark_and_Saucier,1,111,,11.5
Clark_and_Saucier,1,111,,11.8
Clark_and_Saucier,1,111,,12.8
Clark_and_Saucier,1,111,,10.2
Clark_and_Saucier,1,111,,12.4
Clark_and_Saucier,1,111,,13.2
Clark_and_Saucier,1,111,,14.3
Clark_and_Saucier,1,111,,13.1
Clark_and_Saucier,1,111,,14.9
Clark_and_Saucier,1,111,,14.8
Clark_and_Saucier,1,111,,15.2
Clark_and_Saucier,1,111,,15.9
Clark_and_Saucier,1,111,,16.4
Clark_and_Saucier,1,111,,15.4
Clark_and_Saucier,1,111,,9.1
Clark_and_Saucier,1,111,,16.6
Clark_and_Saucier,1,111,,18.5
Clark_and_Saucier,1,111,,17.2
Clark_and_Saucier,1,111,,17
Clark_and_Saucier,1,111,,18.5
Clark_and_Saucier,1,111,,18.3
Clark_and_Saucier,1,111,,6.7
Clark_and_Saucier,1,111,,6.1
Clark_and_Saucier,1,111,,6.4
Clark_and_Saucier,1,111,,6.7
Clark_and_Saucier,1,111,,12.7
Clark_and_Saucier,1,111,,5.4
Clark_and_Saucier,1,111,,8
Clark_and_Saucier,1,111,,7.4
Clark_and_Saucier,1,111,,8.8
Clark_and_Saucier,1,111,,7.5
Clark_and_Saucier,1,111,,8
Clark_and_Saucier,1,111,,10.9
Clark_and_Saucier,1,111,,9.3
Clark_and_Saucier,1,111,,10.3
Clark_and_Saucier,1,111,,10.6
Clark_and_Saucier,1,111,,12.5
Clark_and_Saucier,1,111,,9.8
Clark_and_Saucier,1,111,,11.3
Clark_and_Saucier,1,111,,12.1
Clark_and_Saucier,1,111,,11.7
Clark_and_Saucier,1,111,,12.4
Clark_and_Saucier,1,111,,11.1
Clark_and_Saucier,1,111,,13.7
Clark_and_Saucier,1,111,,13
Clark_and_Saucier,1,111,,13.1
Clark_and_Saucier,1,111,,14
Clark_and_Saucier,1,111,,11.8
Clark_and_Saucier,1,111,,13.6
Clark_and_Saucier,1,111,,16.8
Clark_and_Saucier,1,111,,15.6
Clark_and_Saucier,1,111,,15.9
Clark_and_Saucier,1,111,,15.9
Clark_and_Saucier,1,111,,15.2
Clark_and_Saucier,1,111,,17.4
Clark_and_Saucier,1,111,,17.6
Clark_and_Saucier,1,111,,17.8
Clark_and_Saucier,1,111,,17.3
Clark_and_Saucier,1,111,,11.4
Clark_and_Saucier,1,111,,17.9
Clark_and_Saucier,1,111,,5.8
Clark_and_Saucier,1,111,,5.9
Clark_and_Saucier,1,111,,6
Clark_and_Saucier,1,111,,6.5
Clark_and_Saucier,1,111,,6.7
Clark_and_Saucier,1,111,,8.8
Clark_and_Saucier,1,111,,7
Clark_and_Saucier,1,111,,7.9
Clark_and_Saucier,1,111,,8
Clark_and_Saucier,1,111,,12
Clark_and_Saucier,1,111,,8.6
Clark_and_Saucier,1,111,,9.1
Clark_and_Saucier,1,111,,9.6
Clark_and_Saucier,1,111,,10.8
Clark_and_Saucier,1,111,,10.8
Clark_and_Saucier,1,111,,11.2
Clark_and_Saucier,1,111,,11.1
